tick	kind	agent_a	agent_b	value
808	relationship_created	513	652	-0.100000
808	venture_failure	652	513	-0.100000
809	venture_failure	502	513	0.718077
809	venture_success	512	508	1.000000
809	venture_success	513	8589935189	1.000000
809	venture_failure	8589935189	8589935190	0.888060
809	venture_failure	510	8589935190	0.425185
809	venture_success	8589935185	17179869772	1.000000
809	venture_success	17179869772	8589935185	1.000000
809	venture_success	8589935190	515	0.261556
809	venture_success	620	506	1.000000
810	venture_success	513	502	0.866641
810	venture_failure	506	17179869772	-0.590168
810	venture_success	507	506	1.000000
810	venture_failure	508	513	0.780977
810	venture_failure	17179869772	8589935189	-0.415550
810	venture_success	8589935190	8589935189	1.000000
810	venture_failure	17179869741	652	-0.198411
810	relationship_created	652	8589935185	-0.100000
810	venture_failure	652	8589935185	-0.100000
811	venture_success	502	513	1.000000
811	venture_success	507	506	1.000000
811	venture_success	509	510	0.548977
811	venture_failure	8589935185	17179869772	0.896004
811	venture_failure	17179869741	502	0.888060
812	venture_success	502	513	1.000000
812	venture_failure	507	620	-0.506622
812	venture_success	510	509	0.697879
812	venture_failure	8589935185	17179869772	0.794212
812	venture_success	17179869741	508	0.349835
812	venture_success	620	508	1.000000
813	relationship_created	513	17179869741	-0.100000
813	venture_failure	513	17179869741	-0.100000
813	venture_failure	506	620	0.892024
813	venture_failure	507	8589935190	-0.022880
813	venture_failure	508	513	0.676300
813	venture_failure	510	8589935185	-0.650163
813	venture_success	8589935185	8589935190	1.000000
813	venture_failure	8589935190	502	-0.238980
813	venture_success	620	508	1.000000
813	relationship_created	512	652	-0.100000
813	venture_failure	652	512	-0.100000
814	relationship_created	515	652	0.150000
814	venture_success	515	652	0.150000
814	venture_failure	512	515	0.876262
814	venture_success	513	620	0.732917
814	venture_success	506	507	1.000000
814	venture_success	507	506	1.000000
814	relationship_created	509	652	-0.100000
814	venture_failure	509	652	-0.100000
814	venture_success	8589935190	620	0.507375
814	venture_failure	620	512	0.741520
814	relationship_created	506	652	0.150000
814	venture_success	652	506	0.150000
815	venture_success	515	508	0.917055
815	venture_failure	512	515	0.774510
815	venture_failure	507	17179869741	-0.270986
815	venture_failure	508	620	0.896004
815	venture_success	8589935185	17179869772	0.939456
815	relationship_created	652	17179869772	-0.100000
815	venture_failure	17179869772	652	-0.100000
815	relationship_created	620	652	-0.100000
815	venture_failure	620	652	-0.100000
815	relationship_created	652	8589935189	-0.100000
815	venture_failure	652	8589935189	-0.100000
816	venture_success	515	508	1.000000
816	venture_success	502	8589935189	0.983956
816	venture_success	513	620	0.879988
816	venture_success	506	620	1.000000
816	venture_success	507	510	1.000000
816	venture_success	509	510	0.842313
816	venture_failure	17179869772	8589935185	0.837577
816	venture_success	8589935190	512	-0.100807
816	venture_failure	17179869741	515	0.574667
817	venture_success	515	17179869741	0.723517
817	venture_failure	8589935189	513	0.884112
817	venture_success	506	620	1.000000
817	venture_success	508	512	1.000000
817	venture_failure	17179869772	512	-0.387280
817	venture_success	17179869741	502	1.000000
817	venture_failure	652	17179869741	-0.295650
818	venture_success	515	512	0.919872
818	venture_success	513	8589935189	1.000000
818	venture_success	506	507	1.000000
818	venture_failure	507	506	0.900000
818	venture_failure	509	506	-0.620132
818	venture_success	510	513	1.000000
818	venture_success	8589935185	8589935190	1.000000
818	venture_failure	652	8589935185	-0.198411
819	venture_failure	515	652	0.048506
819	venture_failure	512	506	-0.514415
819	venture_failure	506	507	0.798200
819	venture_failure	507	8589935185	-0.512321
819	venture_failure	508	620	0.788857
819	venture_failure	8589935185	515	-0.504670
819	venture_success	620	506	1.000000
820	venture_failure	515	509	-0.700481
820	venture_failure	502	506	-0.474578
820	venture_success	512	508	1.000000
820	venture_success	506	620	1.000000
820	venture_success	508	17179869772	0.787183
820	venture_failure	509	513	-0.734036
820	venture_success	510	513	1.000000
820	venture_success	8589935185	8589935190	1.000000
820	venture_success	17179869772	515	-0.095869
820	venture_failure	17179869741	17179869772	-0.310996
820	venture_success	620	8589935190	0.651317
821	venture_failure	515	8589935189	0.854998
821	venture_failure	502	17179869741	0.892024
821	venture_failure	507	515	-0.776728
821	venture_failure	8589935190	508	-0.369459
821	venture_failure	17179869741	512	0.131454
822	venture_success	512	508	1.000000
822	venture_failure	506	502	-0.572682
822	venture_failure	509	620	-0.590438
822	venture_success	17179869772	8589935185	0.977576
822	venture_success	620	508	0.934134
823	venture_failure	515	17179869741	0.614878
823	venture_success	502	512	1.000000
823	venture_success	512	508	1.000000
823	venture_failure	513	512	-0.712805
823	venture_failure	507	17179869741	-0.366680
823	venture_success	508	17179869772	0.932470
823	venture_success	510	507	1.000000
823	venture_failure	8589935185	652	-0.296435
823	venture_success	17179869741	515	0.764878
823	venture_failure	620	515	-0.468222
824	venture_failure	502	508	-0.573954
824	venture_success	512	515	1.000000
824	venture_success	506	507	0.940250
824	venture_success	507	510	1.000000
824	venture_success	509	510	0.978930
824	venture_success	510	507	1.000000
824	venture_success	8589935190	8589935185	1.000000
825	venture_success	515	512	1.000000
825	venture_success	502	515	0.322556
825	venture_success	510	513	1.000000
825	venture_success	8589935190	8589935189	1.000000
825	venture_success	17179869741	512	0.280406
825	venture_failure	652	8589935189	-0.198018
826	venture_success	512	620	0.873918
826	venture_success	507	506	1.000000
826	venture_success	8589935190	8589935189	1.000000
826	venture_failure	652	8589935190	0.036855
827	venture_success	502	513	1.000000
827	venture_success	513	8589935189	1.000000
827	venture_success	8589935189	8589935190	1.000000
827	venture_success	8589935185	17179869772	1.000000
827	venture_failure	8589935190	510	0.310136
827	venture_failure	652	515	-0.052265
828	venture_success	515	8589935189	0.993100
828	venture_success	512	620	1.000000
828	venture_failure	8589935189	509	-0.776775
828	venture_failure	509	8589935190	-0.933702
828	venture_success	620	512	1.000000
828	venture_failure	652	510	-0.195883
829	venture_success	512	620	1.000000
829	venture_success	513	620	1.000000
829	venture_failure	506	652	0.045562
829	venture_success	509	510	1.000000
829	venture_success	17179869741	515	0.905746
829	relationship_created	507	652	-0.100000
829	venture_failure	652	507	-0.100000
830	venture_success	502	513	1.000000
830	venture_success	512	508	1.000000
830	venture_failure	506	508	-0.876787
830	venture_success	17179869741	502	1.000000
830	venture_failure	620	512	0.898000
831	venture_failure	515	508	0.870416
831	venture_success	512	620	1.000000
831	venture_success	508	17179869772	1.000000
831	venture_success	509	510	1.000000
831	venture_success	8589935185	8589935190	1.000000
831	venture_success	17179869772	8589935185	1.000000
831	venture_failure	17179869741	508	0.236778
831	venture_success	652	17179869741	-0.137479
832	venture_success	502	17179869741	1.000000
832	venture_failure	513	17179869741	-0.196268
832	venture_failure	506	513	-0.601141
832	venture_success	507	506	1.000000
832	venture_failure	510	502	-0.290317
833	venture_failure	515	17179869741	0.798521
833	venture_success	512	502	1.000000
833	venture_success	507	506	1.000000
833	venture_success	508	513	0.799756
833	venture_success	8589935190	8589935189	1.000000
833	venture_failure	17179869741	8589935190	-0.345442
833	venture_success	620	513	1.000000
833	venture_failure	652	507	-0.199202
834	venture_success	515	502	0.466796
834	venture_success	512	515	1.000000
834	venture_success	513	620	1.000000
834	venture_failure	507	17179869741	-0.458694
834	venture_success	510	8589935190	0.455820
834	venture_success	17179869772	515	0.056781
834	venture_failure	620	506	0.872361
834	venture_failure	652	509	-0.196075
835	venture_failure	515	509	-0.779758
835	venture_success	512	502	1.000000
835	venture_success	8589935189	513	1.000000
835	venture_failure	507	510	0.878219
835	venture_success	508	512	1.000000
835	venture_failure	509	510	0.892024
835	venture_success	620	512	1.000000
835	relationship_created	508	652	0.150000
835	venture_success	652	508	0.150000
836	venture_failure	515	17179869741	0.693740
836	venture_failure	502	515	0.364931
836	venture_success	512	502	1.000000
836	venture_failure	8589935189	513	0.898000
836	venture_failure	506	8589935185	-0.657181
836	venture_success	507	506	1.000000
836	venture_success	509	17179869741	0.037269
836	venture_success	8589935185	8589935190	1.000000
836	venture_failure	8589935190	515	0.147793
836	venture_failure	17179869741	508	0.134419
836	venture_failure	620	512	0.898000
837	venture_success	515	510	-0.350442
837	venture_success	512	515	1.000000
837	venture_success	8589935189	502	1.000000
837	venture_success	506	507	1.000000
837	venture_success	509	510	1.000000
837	venture_failure	510	506	-0.828829
837	venture_success	17179869772	8589935185	1.000000
837	venture_success	17179869741	502	1.000000
837	venture_success	652	17179869772	0.054309
838	venture_failure	512	620	0.794412
838	venture_failure	8589935189	502	0.898000
838	venture_failure	507	502	-0.506114
838	venture_success	510	513	1.000000
838	venture_success	17179869741	502	1.000000
838	venture_failure	620	506	0.765403
839	venture_failure	512	509	-0.531063
839	venture_success	8589935189	515	1.000000
839	venture_success	510	507	1.000000
839	venture_failure	8589935185	17179869741	0.165198
839	venture_failure	620	652	-0.195309
840	venture_success	515	8589935189	1.000000
840	venture_success	513	510	1.000000
840	venture_success	8589935189	620	0.070770
840	venture_failure	506	17179869772	-0.655766
840	venture_success	509	652	-0.043734
840	venture_success	17179869741	509	0.186972
840	venture_failure	652	620	-0.294918
841	venture_success	515	512	1.000000
841	venture_failure	8589935189	506	-0.678668
841	venture_failure	506	652	-0.055519
841	venture_failure	507	515	-0.846242
841	venture_failure	8589935190	17179869741	-0.439953
841	venture_failure	652	8589935190	-0.064236
842	venture_failure	512	515	0.898000
842	venture_success	506	507	1.000000
842	venture_success	510	509	1.000000
842	venture_failure	17179869772	17179869741	-0.397596
842	venture_success	17179869741	515	0.835456
843	venture_success	502	8589935189	1.000000
843	venture_failure	512	509	-0.626827
843	venture_success	513	502	1.000000
843	venture_failure	507	620	-0.576135
843	venture_success	508	513	0.933904
843	venture_failure	509	502	-0.762574
843	venture_failure	510	513	0.894012
843	venture_failure	8589935185	17179869741	0.063881
843	venture_failure	17179869741	652	-0.234215
843	venture_failure	652	8589935190	-0.163979
844	venture_success	515	17179869741	0.982118
844	venture_success	512	508	1.000000
844	venture_success	8589935189	8589935190	1.000000
844	venture_success	506	620	0.906264
844	venture_success	507	510	1.000000
844	venture_success	509	510	1.000000
844	venture_failure	510	8589935190	0.346785
844	venture_success	620	508	1.000000
845	venture_failure	515	8589935190	0.045154
845	venture_failure	506	17179869741	-0.514126
845	venture_failure	507	506	0.894012
845	venture_failure	508	17179869772	0.872361
845	venture_success	509	17179869741	0.335110
845	venture_failure	17179869772	620	-0.618752
845	venture_success	17179869741	515	1.000000
845	venture_success	620	508	1.000000
846	venture_failure	515	8589935189	0.888060
846	venture_success	502	8589935189	1.000000
846	venture_success	8589935189	513	1.000000
846	venture_success	510	513	1.000000
846	venture_failure	8589935185	620	-0.497279
846	venture_success	8589935190	8589935185	1.000000
847	venture_success	515	17179869741	1.000000
847	venture_failure	512	8589935190	-0.194741
847	venture_success	8589935189	502	1.000000
847	venture_failure	506	620	0.800837
847	venture_success	507	506	1.000000
847	venture_success	508	513	1.000000
847	venture_failure	8589935185	8589935190	0.898000
847	venture_failure	17179869772	507	-0.538592
847	venture_failure	8589935190	506	-0.554009
847	venture_failure	652	508	0.046439
848	venture_failure	502	512	0.876262
848	venture_success	8589935189	513	1.000000
848	venture_success	17179869772	508	1.000000
848	venture_failure	652	8589935190	-0.262346
849	venture_success	513	8589935189	1.000000
849	venture_failure	506	8589935185	-0.740298
849	venture_success	507	510	1.000000
849	venture_success	509	510	1.000000
849	venture_failure	8589935185	515	-0.575252
849	venture_failure	8589935190	8589935189	0.890040
849	venture_success	17179869741	515	1.000000
849	venture_failure	620	515	-0.544474
849	relationship_created	502	652	-0.100000
849	venture_failure	652	502	-0.100000
850	venture_success	506	507	1.000000
850	venture_failure	509	507	-0.913666
850	venture_failure	510	8589935189	-0.664129
850	venture_failure	652	8589935189	-0.288351
850	agent_birth	8589935232	0	119.401695
851	venture_success	502	17179869741	1.000000
851	venture_success	508	512	1.000000
851	venture_success	510	507	1.000000
851	venture_success	8589935185	17179869772	1.000000
851	venture_success	17179869772	8589935185	1.000000
851	venture_success	17179869741	8589935185	0.212866
851	venture_failure	620	512	0.674003
851	venture_success	652	508	0.196069
852	venture_success	515	17179869741	1.000000
852	venture_success	513	17179869741	-0.038564
852	venture_success	510	8589935190	0.491275
852	venture_failure	17179869772	508	0.892024
852	venture_success	17179869741	502	1.000000
852	venture_failure	652	620	-0.387917
852	relationship_created	515	8589935232	0.150000
852	venture_success	8589935232	515	0.150000
853	venture_success	515	508	0.982912
853	venture_success	502	17179869741	1.000000
853	venture_failure	506	8589935189	-0.762558
853	venture_success	508	17179869772	1.000000
853	venture_success	509	510	1.000000
853	venture_failure	8589935190	652	-0.359733
854	venture_success	515	512	1.000000
854	venture_success	502	513	1.000000
854	venture_success	507	506	1.000000
854	venture_success	510	513	1.000000
854	venture_success	8589935185	8589935190	1.000000
854	venture_failure	8589935190	8589935185	0.900000
854	venture_success	620	513	1.000000
854	venture_failure	652	512	-0.192120
854	relationship_created	510	8589935232	0.150000
854	venture_success	8589935232	510	0.150000
855	venture_success	512	515	1.000000
855	venture_success	513	510	1.000000
855	venture_success	507	506	1.000000
855	venture_failure	508	515	0.878984
855	venture_failure	8589935185	17179869772	0.892024
855	venture_success	8589935190	8589935185	1.000000
855	venture_success	17179869741	502	1.000000
855	venture_failure	620	506	0.688113
856	venture_success	502	17179869741	1.000000
856	venture_success	512	515	1.000000
856	venture_success	506	507	1.000000
856	venture_failure	8589935185	17179869741	0.110745
856	venture_failure	8589935190	17179869741	-0.526938
856	venture_success	652	506	0.096123
856	relationship_created	513	8589935232	-0.100000
856	venture_failure	8589935232	513	-0.100000
857	venture_failure	502	620	-0.309485
857	venture_success	512	515	1.000000
857	venture_failure	506	507	0.898000
857	venture_success	508	17179869772	1.000000
857	venture_failure	8589935185	507	-0.574792
857	venture_success	17179869772	508	1.000000
857	venture_failure	17179869741	513	-0.138180
857	venture_success	620	506	0.835364
857	venture_failure	652	506	-0.004069
857	venture_failure	8589935232	515	0.048506
858	venture_success	515	8589935189	1.000000
858	venture_failure	502	513	0.892024
858	venture_success	512	508	1.000000
858	venture_failure	8589935189	515	0.900000
858	venture_failure	506	507	0.796204
858	venture_success	507	510	1.000000
858	venture_success	17179869772	8589935185	1.000000
858	venture_failure	17179869741	502	0.896004
858	venture_success	652	515	0.100880
858	relationship_created	8589935232	17179869772	-0.100000
858	venture_failure	8589935232	17179869772	-0.100000
859	venture_success	515	17179869741	1.000000
859	venture_success	506	620	0.982025
859	venture_success	509	510	1.000000
859	venture_failure	510	8589935185	-0.692962
859	venture_success	8589935185	8589935190	1.000000
859	venture_success	17179869741	8589935185	0.260082
859	venture_failure	652	508	0.092954
859	relationship_created	507	8589935232	-0.100000
859	venture_failure	8589935232	507	-0.100000
860	venture_success	502	17179869741	1.000000
860	venture_failure	513	8589935189	0.878219
860	venture_success	506	507	0.943022
860	venture_success	508	513	1.000000
860	venture_failure	510	17179869741	-0.135782
860	venture_success	17179869772	508	1.000000
860	venture_success	8589935190	17179869772	-0.279742
860	venture_success	620	513	1.000000
861	venture_success	513	508	1.000000
861	venture_success	8589935189	513	1.000000
861	venture_failure	506	507	0.841136
861	venture_success	17179869741	502	1.000000
862	venture_failure	515	508	0.766752
862	venture_failure	513	507	-0.724444
862	venture_failure	507	8589935185	-0.669067
862	venture_failure	508	17179869772	0.896004
862	venture_success	509	510	1.000000
862	venture_failure	8589935185	506	-0.821280
862	venture_failure	17179869772	515	-0.046315
862	venture_success	8589935190	8589935185	1.000000
862	venture_failure	17179869741	515	0.894012
862	venture_failure	652	509	-0.141850
863	venture_success	515	17179869741	1.000000
863	venture_success	502	17179869741	1.000000
863	venture_success	8589935189	515	1.000000
863	venture_success	506	507	0.987775
863	venture_success	508	513	1.000000
863	relationship_created	509	8589935232	0.150000
863	venture_success	509	8589935232	0.150000
863	venture_failure	8589935185	652	-0.373622
863	venture_success	17179869772	8589935185	1.000000
863	venture_failure	8589935190	620	0.497593
863	venture_failure	652	513	-0.189574
863	venture_failure	8589935232	507	-0.199202
864	venture_failure	515	652	-0.000324
864	venture_success	502	8589935189	1.000000
864	venture_failure	513	510	0.882143
864	venture_failure	506	513	-0.663837
864	venture_success	507	506	1.000000
864	venture_success	508	513	1.000000
864	venture_failure	509	8589935189	-0.822761
864	venture_failure	510	513	0.782143
864	venture_failure	8589935185	8589935190	0.896004
864	venture_failure	652	17179869772	-0.048549
864	relationship_created	502	8589935232	0.150000
864	venture_success	8589935232	502	0.150000
865	venture_success	502	513	1.000000
865	venture_success	513	620	1.000000
865	venture_success	8589935189	8589935190	1.000000
865	relationship_created	506	8589935232	0.150000
865	venture_success	506	8589935232	0.150000
865	venture_success	507	506	1.000000
865	venture_success	508	512	1.000000
865	venture_failure	509	507	-0.986636
865	venture_success	510	507	1.000000
865	venture_failure	8589935185	17179869741	0.156977
865	venture_success	620	513	1.000000
865	venture_failure	8589935232	502	0.049700
866	venture_success	502	512	0.995247
866	venture_failure	513	620	0.898000
866	venture_success	508	620	1.000000
866	venture_success	509	8589935232	0.299102
866	venture_success	510	509	1.000000
866	venture_failure	17179869772	508	0.788857
866	venture_failure	8589935190	17179869772	-0.376402
866	venture_success	620	508	1.000000
866	venture_failure	8589935232	507	-0.298010
867	venture_failure	515	652	-0.100322
867	venture_success	512	502	1.000000
867	venture_failure	513	8589935189	0.888060
867	venture_success	8589935189	502	1.000000
867	venture_success	506	507	1.000000
867	venture_failure	507	652	-0.286094
867	venture_success	508	620	1.000000
867	venture_failure	509	8589935185	-0.709577
867	venture_success	8589935185	17179869772	1.000000
867	venture_success	8589935190	8589935185	1.000000
868	venture_success	512	502	1.000000
868	venture_success	508	513	1.000000
868	venture_success	510	8589935190	0.625788
868	venture_failure	17179869772	8589935185	0.898000
868	venture_failure	17179869741	8589935189	-0.490750
868	venture_success	620	513	1.000000
868	relationship_created	8589935185	8589935232	-0.100000
868	venture_failure	8589935232	8589935185	-0.100000
869	venture_success	515	508	0.906081
869	venture_success	507	510	1.000000
869	venture_failure	509	510	0.894012
869	venture_failure	17179869772	506	-0.718778
869	venture_success	620	508	1.000000
869	venture_failure	8589935232	502	-0.050696
870	venture_success	506	507	1.000000
870	venture_success	508	620	1.000000
870	venture_failure	510	506	-0.875841
870	venture_failure	8589935190	508	-0.434937
870	venture_failure	17179869741	509	0.218750
870	relationship_created	652	8589935232	-0.100000
870	venture_failure	652	8589935232	-0.100000
870	relationship_created	8589935190	8589935232	0.150000
870	venture_success	8589935232	8589935190	0.150000
871	venture_success	502	512	1.000000
871	venture_failure	513	8589935189	0.780977
871	venture_failure	8589935189	17179869772	-0.467779
871	venture_success	507	510	1.000000
871	venture_failure	17179869772	515	-0.145488
871	venture_failure	8589935232	502	-0.150494
872	venture_success	515	512	1.000000
872	venture_success	502	512	1.000000
872	venture_success	506	507	1.000000
872	venture_failure	509	506	-0.656587
872	venture_failure	8589935185	515	-0.649364
872	venture_failure	17179869772	8589935185	0.790838
872	venture_success	17179869741	502	1.000000
872	venture_failure	620	502	-0.400329
873	venture_success	502	512	1.000000
873	venture_failure	8589935189	515	0.880179
873	venture_success	508	620	1.000000
873	venture_success	509	8589935232	0.444939
873	venture_failure	8589935185	17179869741	0.054483
873	venture_success	620	508	1.000000
873	venture_failure	652	510	-0.279007
874	venture_failure	507	510	0.894012
874	venture_failure	510	512	-0.756447
874	venture_success	17179869772	8589935185	0.937677
874	venture_failure	8589935190	652	-0.444922
874	relationship_created	8589935189	8589935232	-0.100000
874	venture_failure	8589935232	8589935189	-0.100000
875	venture_success	8589935189	513	0.924748
875	venture_failure	507	620	-0.640383
875	venture_failure	509	8589935189	-0.904840
875	venture_success	8589935185	17179869772	1.000000
875	venture_success	17179869772	8589935185	1.000000
875	venture_failure	620	502	-0.497932
875	venture_failure	8589935232	506	0.047027
875	agent_death	652	0	0.000000
875	relationship_destroyed	652	17179869741	0.000000
875	relationship_destroyed	652	8589935190	0.000000
875	relationship_destroyed	510	652	0.000000
875	relationship_destroyed	513	652	0.000000
875	relationship_destroyed	652	8589935185	0.000000
875	relationship_destroyed	512	652	0.000000
875	relationship_destroyed	515	652	0.000000
875	relationship_destroyed	509	652	0.000000
875	relationship_destroyed	506	652	0.000000
875	relationship_destroyed	652	17179869772	0.000000
875	relationship_destroyed	620	652	0.000000
875	relationship_destroyed	652	8589935189	0.000000
875	relationship_destroyed	507	652	0.000000
875	relationship_destroyed	508	652	0.000000
875	relationship_destroyed	502	652	0.000000
875	relationship_destroyed	652	8589935232	0.000000
876	venture_success	515	512	1.000000
876	venture_success	502	17179869741	1.000000
876	venture_failure	509	510	0.781571
876	venture_failure	8589935185	512	-0.637449
876	venture_success	17179869772	508	0.923221
876	venture_failure	17179869741	513	-0.233023
877	venture_failure	502	8589935190	-0.310240
877	venture_success	512	620	0.789817
877	venture_success	513	620	1.000000
877	venture_success	507	506	1.000000
877	venture_success	508	620	1.000000
877	venture_success	509	510	0.930008
877	venture_success	8589935185	17179869772	1.000000
877	venture_success	17179869772	8589935185	1.000000
877	venture_success	620	508	1.000000
877	venture_success	8589935232	506	0.196839
878	venture_failure	515	513	-0.276582
878	venture_success	502	512	1.000000
878	venture_failure	513	502	0.874310
878	venture_failure	507	510	0.786881
878	venture_success	508	620	1.000000
878	venture_success	17179869741	515	1.000000
878	relationship_created	508	8589935232	-0.100000
878	venture_failure	8589935232	508	-0.100000
879	venture_failure	512	513	-0.737208
879	venture_success	508	513	1.000000
879	venture_failure	509	510	0.826291
879	venture_failure	510	8589935185	-0.765764
879	venture_success	8589935190	510	0.762158
879	venture_success	17179869741	513	-0.081627
880	venture_success	513	508	1.000000
880	venture_success	509	17179869741	0.364414
880	venture_failure	510	509	0.724639
880	venture_success	8589935185	17179869741	0.203725
880	venture_failure	17179869741	512	0.151169
880	venture_success	620	513	1.000000
881	venture_success	506	507	1.000000
881	venture_failure	510	620	-0.560859
881	venture_success	8589935185	17179869772	1.000000
881	venture_failure	17179869772	17179869741	-0.467733
881	venture_success	17179869741	515	1.000000
881	venture_failure	8589935232	8589935189	-0.198608
882	venture_success	515	17179869741	1.000000
882	venture_failure	502	620	-0.591002
882	venture_success	8589935189	8589935190	1.000000
882	venture_success	509	510	0.871743
882	venture_success	510	507	0.930605
882	venture_success	8589935185	8589935190	1.000000
882	venture_success	17179869772	508	1.000000
882	venture_failure	620	502	-0.691002
882	venture_failure	8589935232	506	0.094878
883	venture_failure	515	512	0.886084
883	venture_success	507	8589935190	0.130112
883	venture_failure	510	515	-0.419611
883	venture_failure	8589935185	515	-0.735220
883	venture_failure	17179869772	502	-0.620654
883	venture_success	17179869741	509	0.512232
884	venture_success	512	515	1.000000
884	venture_success	8589935189	8589935190	1.000000
884	venture_success	8589935185	17179869772	1.000000
884	venture_success	17179869741	515	1.000000
884	venture_failure	8589935232	510	0.041256
885	venture_success	502	8589935189	1.000000
885	venture_success	512	17179869772	-0.187988
885	venture_success	507	506	1.000000
885	venture_success	509	510	1.000000
885	venture_success	8589935185	8589935190	1.000000
885	venture_failure	8589935190	8589935189	0.898000
885	venture_failure	17179869741	509	0.410185
885	venture_success	620	508	1.000000
886	venture_success	515	17179869741	1.000000
886	venture_failure	506	8589935185	-0.882752
886	venture_failure	507	17179869741	-0.513343
886	venture_success	510	509	1.000000
887	venture_success	502	17179869741	1.000000
887	venture_success	8589935189	507	-0.085562
887	venture_failure	509	17179869741	0.308546
887	venture_success	8589935190	8589935185	1.000000
887	venture_failure	8589935232	8589935190	0.044981
888	venture_failure	515	8589935189	0.754140
888	venture_success	502	513	1.000000
888	venture_failure	507	510	0.819494
888	venture_success	509	510	1.000000
888	venture_success	17179869741	502	1.000000
888	venture_success	620	8589935189	0.214285
889	venture_failure	515	506	-0.449963
889	venture_failure	502	8589935189	0.892024
889	venture_success	512	508	1.000000
889	venture_success	513	620	1.000000
889	venture_success	506	620	1.000000
889	venture_failure	507	508	-0.866614
889	venture_failure	508	512	0.900000
889	venture_success	8589935185	8589935190	1.000000
889	venture_failure	17179869772	8589935232	-0.193982
889	venture_failure	17179869741	515	0.894012
890	venture_success	502	513	1.000000
890	venture_success	508	17179869772	1.000000
890	venture_failure	510	509	0.896004
890	venture_success	8589935190	8589935232	0.194711
890	venture_success	17179869741	509	0.456699
890	venture_failure	620	17179869741	-0.144284
890	venture_failure	8589935232	8589935190	0.094711
891	venture_success	502	513	1.000000
891	venture_success	513	508	1.000000
891	venture_success	506	620	1.000000
891	venture_success	510	8589935190	0.894066
891	venture_success	8589935185	17179869741	0.349287
891	venture_failure	8589935190	8589935232	-0.005478
891	venture_failure	8589935232	506	-0.006816
892	venture_success	8589935189	502	1.000000
892	venture_success	508	512	1.000000
892	venture_success	17179869772	8589935185	1.000000
892	venture_success	17179869741	8589935185	0.498589
893	venture_success	8589935189	8589935190	1.000000
893	venture_success	8589935190	8589935189	1.000000
894	venture_failure	515	506	-0.545482
894	venture_failure	513	620	0.890040
894	venture_failure	507	8589935190	0.027278
894	venture_success	17179869772	508	1.000000
894	venture_failure	8589935232	509	0.326621
895	venture_success	512	502	1.000000
895	venture_failure	506	502	-0.594815
895	venture_failure	507	508	-0.956267
895	venture_failure	510	515	-0.509650
895	venture_success	8589935185	17179869741	0.645603
895	venture_success	17179869772	508	1.000000
896	relationship_created	512	8589935232	-0.100000
896	venture_failure	512	8589935232	-0.100000
896	venture_success	509	510	1.000000
896	venture_success	8589935185	8589935190	1.000000
896	venture_failure	8589935190	508	-0.512876
897	venture_failure	515	8589935185	-0.814900
897	venture_success	502	507	-0.299728
897	venture_failure	512	513	-0.811115
897	venture_failure	8589935189	502	0.890040
897	venture_success	508	512	1.000000
897	venture_success	509	510	1.000000
897	venture_success	8589935185	8589935190	1.000000
897	venture_success	17179869772	508	1.000000
897	venture_failure	8589935232	8589935185	-0.194360
898	venture_failure	515	512	0.872361
898	venture_failure	512	510	-0.820961
898	venture_failure	507	510	0.703250
898	venture_success	510	509	1.000000
898	venture_failure	8589935232	506	-0.106721
899	venture_success	502	17179869741	1.000000
899	venture_success	8589935189	515	0.887714
899	venture_success	507	506	1.000000
899	venture_failure	509	8589935185	-0.765544
899	venture_success	8589935185	8589935190	1.000000
899	venture_success	17179869772	508	1.000000
899	venture_success	17179869741	8589935185	0.790454
899	venture_failure	620	506	0.884112
900	venture_success	513	510	0.877756
900	venture_success	506	507	1.000000
900	venture_success	507	506	1.000000
900	agent_birth	8589935197	0	76.383507
901	relationship_created	515	8589935197	-0.100000
901	venture_failure	515	8589935197	-0.100000
901	venture_success	502	513	1.000000
901	venture_failure	507	506	0.898000
901	venture_success	510	507	0.849039
901	venture_success	17179869772	8589935185	1.000000
901	venture_failure	8589935232	515	-0.055584
902	venture_failure	502	8589935189	0.781175
902	venture_failure	513	8589935189	0.776088
902	venture_success	508	17179869772	1.000000
902	venture_failure	17179869772	8589935189	-0.539630
902	relationship_created	506	8589935197	0.150000
902	venture_success	8589935197	506	0.150000
903	venture_failure	502	510	-0.351850
903	venture_success	512	502	1.000000
903	venture_failure	513	17179869772	-0.467908
903	venture_success	8589935189	513	0.924536
903	relationship_created	507	8589935197	-0.100000
903	venture_failure	507	8589935197	-0.100000
903	venture_success	508	17179869772	1.000000
903	venture_failure	8589935232	509	0.220789
903	relationship_created	8589935185	8589935197	-0.100000
903	venture_failure	8589935197	8589935185	-0.100000
904	venture_success	515	512	1.000000
904	venture_failure	8589935189	510	-0.696076
904	venture_failure	506	8589935190	-0.594263
904	venture_success	509	510	1.000000
904	venture_success	510	513	1.000000
904	venture_failure	17179869772	8589935190	-0.448829
904	venture_success	620	513	1.000000
904	relationship_created	502	8589935197	-0.100000
904	venture_failure	8589935197	502	-0.100000
905	venture_success	515	8589935197	0.050798
905	venture_failure	512	8589935232	-0.198214
905	venture_success	513	508	1.000000
905	venture_success	506	8589935197	0.299102
905	venture_failure	507	510	0.742267
905	venture_success	508	513	1.000000
905	venture_success	510	509	1.000000
905	venture_success	8589935185	8589935190	1.000000
